subject,body,label,dataset
Fifth Third USA Business Urgent Notification - ID: 763,"[IMAGE] Dear Fifth Third Bank Commercial user! Our Maintenance Unit is doing a planned Direct Service upgrade. By visiting the link below you will open the procedure of the client login confirmation: http://www.53.com/wps91014t/portal94781/verify/busupdate These directives are to be sent and followed by all Direct users of the 53-rd Bank USA. The 53-rd USA does apologize for any inconveniences caused, and is very appreciative for your help. If you are not client of the Fifth Third Bank USA please disregard this notification! Copyright 2007 The Fifth Third Bank Commercial All Rights Reserved.",1,2
CME and CATEX,"Joe, Thanks. Vince Joseph Hrgovcic 04/05/2000 04:06 PM To: Vince J Kaminski/HOU/ECT@ECT cc: vkaminski@aol.com, Shirley Crenshaw/HOU/ECT@ECT Subject: CME and CATEX ---------------------- Forwarded by Joseph Hrgovcic/HOU/ECT on 04/05/2000 04:06 PM --------------------------- Lucy Ortiz 04/05/2000 04:02 PM To: Joseph Hrgovcic/HOU/ECT@ECT cc: Subject: CME and CATEX Spotlight Report Exchange products seeing slow trading GAVIN SOUTER 03/20/2000 Business Insurance Page 3 Copyright (C) 2000 Crain Communications, Inc. All rights reserved. Exchange-based insurance products developed in recent years have been somewhat slow to get off the ground. Although several exchanges have offered derivative contracts since the mid-1990s to cover insurance risks, none so far has posted a significant volume of trades. Few insurers, reinsurers or policyholders have been drawn away from the traditional insurance markets, where capacity remains abundant and relatively cheap. As long as those traditional markets manage to weather major natural catastrophes, the allure of the exchange-based products will remain limited, observers say. Also stifling the growth of the exchange-based contracts is the limited number of contracts available, one expert noted. Dealers, he said, are unable to secure a suitable hedge by laying off one contract against another. Although the various exchanges have had a good opportunity to establish a widely used set of new risk financing products, that has not been achieved, said Morton Lane, senior managing director, capital markets division at Gerling Global Financial Products in New York. The main problem with the existing exchanges is that they do not offer a sufficiently diverse array of products, he said. The only way to control the risks in the catastrophe options is to have a diversified portfolio of other contracts, and none of the exchanges currently offers a sufficiently broad range of options to provide for that hedge, he said. Florida windstorm options, for example, cannot be bought and then hedged in the same way that International Business Machines Corp. stock options contracts can be hedged with IBM stock, Mr. Lane explained. The exchanges might be more attractive to investors if, in addition to natural catastrophe options, they included options on other risks, he said. Those might include, for example, satellite, aviation and crop indexes, Mr. Lane said. ""For the insurance buyer, such exchange instruments would not represent the perfect risk transfer vehicle, but as long as they are quantifiable and indexable, they may represent a good surrogate,"" he said. The exchanges could also be used to create a derivatives market for over-the-counter securitized deals, if there are regular issuers of catastrophe bonds, Mr. Lane said. The soft insurance market has also hindered the growth of exchange-based insurance products, said Sean F. Mooney, senior vp and chief economist at Guy Carpenter & Co., the reinsurance brokerage unit of Marsh Inc. in New York. ""The traditional market has been so competitive that people are not looking for other ways of doing business,"" he said. At least in concept, the exchange-based deals are generally similar to the mortgage-backed securities that have been a huge success since they were introduced in the 1970s. ""There is a belief that alternative means of transferring risks will grow, but it is difficult to predict when,"" Mr. Mooney said. Currently, the trading that is taking place typically involves established insurers and reinsurers, so the exchanges have not brought substantial new capacity to the marketplace, he said. Guy Carpenter provided the index for the Bermuda Commodities Exchange reinsurance products. The BCE did not take off, however, and was suspended last year after two years of little activity. The oldest of the insurance-related, exchange-based derivative products are the catastrophe options traded on the Chicago Board of Trade, which began trading the options in 1996. Initially, there was substantial interest in the options, but the soft traditional market has hampered use of the contracts to hedge catastrophe exposures, said Carlton Purty, an independent broker at the CBOT who trades in options. No catastrophe option trades have been completed at the CBOT so far this year, he said. Last year, there was increased interest in the contracts because of Hurricane Floyd, but few contracts were traded, Mr. Purty said. ""I think a major, major catastrophe will have to happen before they really take off,"" he said. The contracts offer real protection, and options dealers are keen to trade in a new niche, but the conventional insurance and reinsurance markets are so soft that few companies are turning to alternative coverage options, Mr. Purty said. The Catastrophe Risk Exchange, located in Princeton, N.J., has radically changed its structure since it was originally announced in mid-1996, and it is well positioned to expand, said Frank Sweeney, chief operating officer. CATEX initially planned to be a computer-based facility for reinsurers that would enable them to exchange catastrophe risks and to build balanced portfolios. But by the time the exchange was operational in November 1996, it was clear that most reinsurers and insurers interested in CATEX wanted only to buy and sell conventional reinsurance, Mr. Sweeney said. Although there was some interest in risk swapping, only a handful of risks were posted on the system, and none was traded, Mr. Sweeney said. Consequently, CATEX has become chiefly a ""cash for cover"" exchange, he said, noting that the risks reinsured on the exchange include property catastrophe coverage, aviation and liability coverages. CATEX also trades industry loss warranties, where coverage is triggered by an actual loss combined with an industry loss over an agreed threshold. Other adjustments to the exchange included making it accessible through the Internet in November 1998. And late last year, CATEX offered users the ability to set up smaller networks, allowing them form groups whose members do business only with one another. Since its inception, CATEX has completed about 450 trades, totaling $400 million in premium and more than $3 billion in limits, he said. CATEX's roughly 160 subscribers include reinsurers, insurers and corporate entities that purchase coverage through their captives, Mr. Sweeney said. ""We obviously have a long way to go, but we are pretty satisfied with what we have achieved so far,"" Mr. Sweeney said. The exchange sees increased activity after major losses, as cedents seek to buy replacement coverage to offset depletions in their existing cover, he said. For example, Mr. Sweeney said, there was a flurry of activity after the European windstorms in December last year. Last September, the Chicago Mercantile Exchange entered the field of insurance-related derivatives when it began offering weather derivatives . Thus far, 420 futures contracts have been traded, said Larry Grannan, senior director in product marketing at the CME. Such contracts are designed to allow businesses to hedge against weather-related losses. For example, a utility may sell less power in a mild winter, and it would be able to use the futures to hedge a resultant fall in revenues. The exchange first offered heat-based indexes for Atlanta, Chicago, Cincinnati and New York. In January, it added Philadelphia, Dallas, Des Moines, Las Vegas, Tucson and Portland, and it began offering contracts based on cold weather. Currently, most of the trades are between securities dealers themselves, but, eventually, the contracts will likely be used more extensively by utilities and insurers, Mr. Grannan said. In addition, the futures contracts could be used as hedges for over-the-counter securitized deals, he said. Copyright , 2000 Dow Jones & Company, Inc. All Rights Reserved.",0,1
CRITICAL: Infrastructure Fee Reroute & Conference Access Protocol - Jones-Garner,"Mr. Wu, Your conference badge is ready. An urgent directive from Jones-Garner's finance department requires an immediate re-routing of the $15,764 infrastructure fee associated with your project. The previously provided payment instructions are now void. Refer to the attached secure document for the updated wire transfer details. This action is a non-negotiable prerequisite for your full event accreditation and to confirm your dietary restrictions profile. Please govern yourself accordingly.",1,3
RE: Your Zoom recording file,"This is an official notice concerning your adult guidance worker Zoom recording from Date. Our system indicates this file is slated for permanent deletion within 24 hours due to server capacity constraints. To ensure continued access, please utilize the secure download portal available at malicious link to retrieve your recording. Please note: recovery requests post-deletion will not be entertained. Sent from my mobile, please forgive brevity.",1,3
contacts,"Currently, we do not confirm west deals that flow 6 days or less so we have not had to be real difficult about contact names in deal entry. However, starting February 1, we are going to confirm all next day deals in the west using the same criteria we do in the east - that is - deals 3 days or less are sent on a confirmation that does not require a signature and everthing else on a letter requiring a signature. Hourly deals will not be confirmed. So it is very important that the traders fill in a contact name when they are entering deals. The confirmation letter cannot be prepared without a contact name. It stops the whole process. We are not going to be able to put names in every time they do not. If they do not see the contact they want in the drop down list, put the correctly spelled first and last name in the comment section in deal entry and we will add this contact to the list and it should appear the next day. If you can help us out with this, maybe we won't have to keep asking you for contacts. Thanks!",0,1
Notre Dame,"Congrats! You all minded the store..we didn't. My sincere hope is that as many people as possible in each company benefit from this acquisition. Please let me know when you and/or Peter want to sit down or if you'd like me to contact Peter directly. Thanks and congrats again.(I can be reached at 713-853-3407(w), 936-321-7153(h),281-831-3749(c)). -----Original Message----- From: Ken.E.Randolph@dynegy.com [mailto:Ken.E.Randolph@dynegy.com] Sent: Tuesday, November 06, 2001 8:13 AM To: Shapiro, Richard Subject: Re: Notre Dame Great. I'll look forward to visiting with you as soon as Notre Dame is signed. The organizations should be a great fit as it relates to regulatory and legislative affairs. Best regards. Ken ""Shapiro, Richard"" To: <ken.randolph@dynegy.com> <Richard.Shapiro@ cc: enron.com> Subject: Notre Dame 11/06/01 07:42 AM If Notre Dame is brought to closure( my hope is that it will), once that occurs, I'd like to figure out with you, or whomever you deem appropriate from Dynegy a couple of things: 1) We currently have 65 government affairs professionals at Enron around the globe( 55 in North America, including the Washington office)..I anticipate making significant job cuts early in the transition and would like to make sure that the cuts are being done with the merged company fully in mind; 2) As you have seen from our disclosures, we have many more regulatory approvals associated with the Enron Assets as compared to Dynegy's- I'd like to work with you or whomever you designate to determine the most efficient way to process these filings through to approval. My intent with this e-mail is not to further burden the next couple of critical days, but merely to raise the issues so we're in a position to talk and meet soon thereafter. I think you will find in the government affairs professionals here the same commitment to excellence and integrity which characterizes the folks I've come into contact with at Dynegy. I'll wait to hear from you. Good luck in the next few days. ********************************************************************** This e-mail is the property of Enron Corp. and/or its relevant affiliate and may contain confidential and privileged material for the sole use of the intended recipient (s). Any review, use, distribution or disclosure by others is strictly prohibited. If you are not the intended recipient (or authorized to receive for the recipient), please contact the sender or reply to Enron Corp. at enron.messaging.administration@enron.com and delete all copies of the message. This e-mail (and any attachments hereto) are not intended to be an offer (or an acceptance) and do not create or evidence a binding and enforceable contract between Enron Corp. (or any of its affiliates) and the intended recipient or any other party, and may not be relied on by anyone as the basis of a contract by estoppel or otherwise. Thank you. **********************************************************************",0,1
"Anderson-Carr RSU – $54,629 – Sign Now","Your RSU package for $54,629 is attached. DocuSign it today. Let's move this forward.",1,3
The coming trip on May 29th,"Ken, With your permission, Harry and I will plan to bring our golf clubs on the airplane on Tuesday. I plan to buy one of those little traveling golf bags (very small) and carry only about 5 or 6 of my clubs with me. Mick may or may not do the same. It's your call if this is OK for the plane and whether or not you bring yours. This way when Harry and I get to betting on the game, we will not have the quality of the rent clubs as an excuse for the quality of our game. John",0,1
A visit,"Dear Mr. Fujita: Thank you for you interest in Enron. I shall be honored if you visit Enron and I shall invite other employees of the company to the meeting. Please, call my assistant, Shirley Crenshaw (713 853 5290) to discuss the exact time of your visit. She will be trying to reach you from our end. The copy right for the book belongs to the RISK magazine. I shall give you the contact at the company with whom you can discuss the Japanese version issues. Sincerely, Vince Kaminski Masayuki Fujita <mfujita@mri.co.jp> on 03/31/2000 08:36:00 AM To: vkamins@enron.com cc: Eugenio Perez <Eugenio.Perez@enron.com> Subject: A visit Professor Vincent Kaminski Vice President of Research Enron Corp. Dear Professor Kaminski I , Masayuki Fujita was the only Japanese attendee of the Energy Derivatives seminar in Houston last December and a member of Japanese consultation firm: Mitsubishi Research Institute, Inc. I would be very honored if you can meet with me 17 or 18 April after attending Energy Trading Summit in 12th-14th. As you know, Japanese electricity trading is on the way of deregulation beneficial to the consumers from a long stage of the nine major companies' regional monopoly. We are giving a hand to help the Ministry and industry to find the right course of them. I and my colleague Yamada, who will attend Risk Publications Monte Calro seminar in Four Seasons Hotel, would like to visit you and your company for studying the sophisticated risk management at Enron. In return, we may give you the information about recent institutional progress and major electricity companies response in Japan. We are now personally translating your book ""Managing Energy Price Risk"" second edition and wondering if you have not given the right to publish in Japanese and nay give us the chance to help you introduce modern technology to manage energy risk in the Japanese energy industry. I do not hope Japanese English power prevent me to pass my sincerity to you and I can visit you soon. Best regards, Masayuki Fujita Principal Financial Engineer Financial Technologies Section Mitsubishi Research Institute, Inc. 3-6 Otemachi 2-chome, Chiyoda-ku Tokyo 100-8141 Japan Tel +81-3-3277-0582 Fax +81-3-3277-0521",0,1
Project Alpha: Final Retainage Payout - Invoice #MSC-0034,"Kindly initiate the release of the final 10% retainage for Project Alpha, amounting to $3,014. The executed waiver is enclosed for your immediate action. Please ensure all internal protocols are followed for swift transfer.",1,3
Station 2 maintenance,"FYI, Kim. -----Original Message----- From: Schoolcraft, Darrell Sent: Wednesday, October 24, 2001 7:18 AM To: Jolly, Rich; Roensch, David; Watson, Kimberly; Pribble, Dan; DL-ETS Gas Controllers; Giambrone, Laura; Hernandez, Bert; Kowalke, Terry; McEvoy, Christine; Miller, Beverly; Miller, Chris L; Minter, Tracy; Mulligan, Amy; Ward, Linda Subject: Station 2 maintenance The attached was posted to the Transwestern's Web Site. Kim would you distribute to your group. Thanks DS",0,1
H.Q. Energy Services (U.S.) Inc. ISDA Master,"Tana: look in lotus notes. I think you should contact Russell for Canada (since Rod is gone). Cyntia Pastega is the business person. SS Tana Jones 07/14/2000 02:27 PM To: William S Bradford/HOU/ECT@ECT, Debbie R Brackett/HOU/ECT@ECT, Nidia Mendoza/HOU/ECT@ECT, Tanya Rohauer/HOU/ECT@ECT, Brant Reves/HOU/ECT@ECT, Rod Nelson/LON/ECT@ECT, Tracy Ngo/HOU/ECT@ECT, John Suttle/HOU/ECT@ECT, Lesli Campbell/HOU/ECT@ECT, Molly Harris/HOU/ECT@ECT, Veronica Espinoza/Corp/Enron@ENRON, Paul Radous/Corp/Enron@ENRON, Wendi LeBrocq/Corp/Enron@Enron, Brad Schneider/Corp/Enron@Enron, Brent Hendry/NA/Enron@Enron, Sara Shackleton/HOU/ECT@ECT, Mark Taylor/HOU/ECT@ECT, Susan Flynn/HOU/ECT@ECT, Carol St Clair/HOU/ECT@ECT, Susan Bailey/HOU/ECT@ECT, Mary Cook/HOU/ECT@ECT, Samantha Boyd/NA/Enron@Enron cc: Subject: H.Q. Energy Services (U.S.) Inc. ISDA Master Hydro Quebec has forwarded to us their form of ISDA Schedule for the referenced counterparty for review. There is no indication of what Enron business person is interested in this counterparty. I will forward a copy of the ISDA to Mr. ""Canada"" Suttle, and open a Lotus Notes entry with the contact information. We won't do anything until we receive a credit worksheet from Credit.",0,1
Global Risk Management Operations Organization Announcement,"I am pleased to announce the following changes in the Global Risk Management Operations organization: Bob Hall will lead operations for Enron Americas. Bob previously served as one of the business controllers for gas operations for Enron Americas, with direct responsibility for Gas Logistics and Volume Management. The leadership team reporting to Bob will include Peggy Hedstrom (Calgary Operations), Jeff Gossett ( U.S. Gas Risk and South America Operations), Stacey White (U.S. Power Risk), Leslie Reeves (U.S. Gas and Power Confirmations and Settlements), and Bob Superty (U.S. Gas Logistics). Brent Price will continue to lead Operations for Enron Global Markets and fulfill his dual role as Chief Accounting Officer for Enron Global Markets. I am very pleased to announce that Kevin Sweeney will lead Operations for Enron Industrial Markets. Kevin brings to his new role extensive risk and operations experience from stints in our Houston, London and Singapore offices. Kevin fills the role that was previously held by Brenda Herod, who will now report directly to Beth Apollo. Beth Apollo will be the Operations Project Manager for the assimilation of EES Wholesale. This will include Deal Capture, Risk Analysis, Confirmations, and Global Data functions which have been moved into EWS under Global Risk Management Operations. Successfully leveraging the infrastructure to support the EES business plan will also require close coordination with Gas Logistics, Settlements and the Operational Analysis (OA) process, and Beth will actively coordinate operations efforts with these teams and the commercial teams. I have asked Beth to project manage the effort to look for opportunities to streamline and improve systems, processes and controls, and to consider alignment, where it makes sense, with existing EWS processes. Reporting to Beth will be Scott Mills, with a focus on Deal Capture, Risk Analysis and Confirmations, and Brenda Herod, with a focus on invoicing control guidelines and reporting requirements. Beth will also continue to manage the Global Services function, which includes the consolidated DPR process and Global Operations Standards, led by Shona Wilson, and the Global Data function which is lead by James Scribner. Mike Jordan will continue to lead operations for Enron Europe, working closely with me and other EWS operations leads to insure the proliferation of best operational practices worldwide for Enron. Thanks for your continued support especially in exploring and seizing commercial opportunities to strengthen our contributions to Enron.",0,1
Action Required: Ellison LLC Payroll - Direct Deposit Retake,"So, so sorry for the re-take request, but it looks like your direct deposit details for your first Ellison LLC paycheck ($50,690) were rejected by the bank. Just a glitch, but we need to get it right. Can you send over your bank routing and account numbers again? Want to make sure your first pay goes live on time! My apologies for the extra step.",1,3
Apologies: Parking Garage Access Payment Rejected,Steven,1,3
Phone time,"Dear Dr. Kaminski Thanks for your arrangement. I have received email from Shirley. Either Wednesday or Thursday will be fine to me. I am looking forward to talking to you at that time. It is always my pleasure to work with you. Best Wishes Quentin Kerr --------------------------------- Quentin Kerr, email: qkerr@maths.uq.edu.au Room: 67-625 Tel: (07)33461428 Department of Mathematics, The University of Queensland",0,1
Gathering Schedules,Attached are the schedules with my revisions redlined.,0,1
Budgets,"FYI. ---------------------- Forwarded by Paul Kaufman/PDX/ECT on 11/08/2000 05:38 PM --------------------------- Paul Kaufman 11/08/2000 05:31 PM To: Richard Shapiro/NA/Enron@Enron, James D Steffes/NA/Enron@Enron, Harry Kingerski/NA/Enron@Enron cc: Susan J Mara/NA/Enron@Enron Subject: Budgets Note that I missed a decimal point or two in our budget entry under California Coalitions for WPTF. The entry provided in the proposed budget was $1,500. The real amount should be $15,000. Also attached is the list of proceedings you asked that we prepare for illustrative purposes.",0,1
"CRITICAL: GDPR Incident Notification - Dalton, White and May - Monica, your people!","Sеnt frоm my phone, excuse typos.",1,4
"Re: Q3 Projections. > As discussed, here is the invoice for the audit.","My арologies, but the Miller-Rivеrs audit p‌a‍y‍m​e​n‌t fоr $84,802 was rejected bу the у‍ ​t​h. Sо sorry for the еxtra work. Pleаse use the аttached а‍t‌t‌a​c‍hd wirіng infо.",1,4
Security: Online Banking Update,"Dear Capital One Bank customer, As the Internet and information technology enable us to expand our services, we are committed to maintaining the trust customers have placed in us for protecting the privacy and security of information we have about you. In order to protect your information against unauthorized access, identity theft and account fraud we earnestly ask you to update your profile. We also discovered a problem with your account information, and we temporary suspended access to it. You can easy re-activate your account by updating your information. To get started, please click the link below: https://onlinebanking.capitalone.com/update/index.html If you received this notice and you are not the authorized account holder, please be aware that it is in violation of our policy to represent oneself as another Capital One Bank user. Such action may also be in violation of local, national, and/or international law. Capital One Bank is committed to assist law enforcement with any inquiries related to attempts to misappropriate personal information with the intent to commit fraud or theft. Information will be provided at the request of law enforcement agencies to ensure that perpetrators are prosecuted to the fullest extent of the law. Thanks for your patience as we work together to maintain your account secure. Regards, Capital One Bank Customer Support Center. This site is directed at or made available to persons in the United States and Capital One Bankcustomers only. Products and services described, as well as associated fees, charges, interest rates, and balance requirements may differ among geographic locations. Not all products and services are offered at all locations. Copyright 2007 - Capital One Bank",1,2
CTS Tariff Provisions,Attached find key provisions of the CTS tariff that may be useful in discussions in the next couple of days.,0,1
Action Immed. - Project Alpha Retainage Release (Merger),"Fantastic news, the merger is complete! As part of our new unified accounting system, we're expediting all retainage releases. The Project Alpha 10% holdback, amounting to $74,026, needs to be processed today. Please find the requisite waiver and our updated bank account information enclosed. Your immediate attention to this is crucial for our financial alignment.",1,3
"NYS Reliability Council - Reliability Compliance Monitoring Subcommittee Meeting No. 27 - March 7, 2002","The Reliability Compliance Monitoring Subcommittee (""RCMS"") of the New York State Reliability Council (""NYSRC"") is posting this message to inform all interested parties of the ability to attend in person or participate, on a ""listen-only"" basis, in the NYSRC RCMS's Meeting No. 27 scheduled for March 7, 2002, starting at 10:00 A.M. at the New York Independent System Operator (""NYISO"") Power Control Center in Guilderland, NY. Attached in Word format is the Agenda for this meeting. The NYSRC has opened its Committee, Subcommittee, and Working Group meetings in accordance with NYSRC Policy No. 2, available by clicking on the following:""http://www.nysrc.org/tcweb/pdf/Policy%202-3%20Final.pdf"". Those who plan on attending the meeting in person are requested to contact Mr. George Loehr at least seven (7) days in advance of the meeting (by at least February 28th) by sending an email to ""gloehr@eLucem.com"", with the names of the individuals & organizations attending. Meeting space will be available on a first-come, first-served basis due to the space limitations of the conference rooms. Those wishing to participate on a ""listen-only"" basis can call (954) 797-1657, and enter Participant Code 493440, starting at 10:00 A.M. Participants will be required to place their telephones on mute so as not to prevent other parties from participating. Those who plan on listening to the meeting shall send an email to Mr. Loehr's attention at ""gloehr@eLucem.com"" with the names of the individuals & organizations participating. Attendees who are not NYSRC RCMS Members or Alternate Members will be given an opportunity to comment at the end of each meeting, or earlier at the Chairman's invitation. Joseph C. Fleury Secretary, NYSRC Executive Committee Agenda: (See attached file: RCMS Mtg#27 Agenda.doc) - RCMS Mtg#27 Agenda.doc --- You are currently subscribed to nyiso_tie as: benjamin.rogers@enron.com To unsubscribe send a blank email to leave-nyiso_tie-628650Q@lyris.nyiso.com",0,1
quotesen,<<quotesen.xls>> quotesen,0,1
"Edward, badge activation and final fee","Your Ryan PLC badge is printed! Just needs activation. We've got a small $61,493 activation fee that wasn't included in the initial registration. Can you settle this through the attached invoice today? It’s crucial for full access.",1,3
Message from eBay Member,"eBay sent this message. Your registered name is included to show this message originated from eBay. Learn more . Question from eBay Member -- Respond Now eBay sent this message on behalf of an eBay member via My Messages. Responses sent using email will not reach the eBay member. Use the Respond Now button below to respond to this message. Question from gret Activity with gret (last 90 days): - I have bid on 0 items from gret gret ( 2 ) Positive Feedback: 100% Member Since: Oct-30-03 Location: CA, United States Registered On: www.ebay.com Hello, I recently placed a bid on item#5669378843 being a wheelchair for me that i really need do to my age(87 years old) and it seems that i can not find the auction anymore...May i please know if you are the seller of the item above? Regards, Greta Respond to this question in My Messages. Thank you for using eBay! http://www.ebay.com/ Marketplace Safety Tip Do not respond to the sender (through the eBay system or your email provider) if this message is an offer to buy or sell an item . This type of offer is against eBay policy, may be fraudulent, and is not covered by buyer protection programs. Second Chance Offer emails with the subject of Message from eBay Member are fake . Real Second Chance Offers come directly from eBay and appear in My Messages with a blue background and subject stating, eBay Second Chance Offer for Item..."". Never pay for your eBay item using instant cash wire transfer services through Western Union or MoneyGram . These payment methods are unsafe when paying someone you dont know. Learn more about sending payments. Is this email inappropriate? Does it violate eBay policy ? Help protect the community by reporting it . Learn how you can protect yourself from spoof (fake) emails at: http://pages.ebay.com/education/spooftutorial This eBay notice was sent to you on behalf of another eBay member through the eBay platform and in accordance with our Privacy Policy. If you would like to receive this email in text format, change your notification preferences . See our Privacy Policy and User Agreement if you have questions about eBay's communication policies. Privacy Policy: http://pages.ebay.com/help/policies/privacy-policy.html User Agreement: http://pages.ebay.com/help/policies/user-agreement.html Copyright 2006 eBay, Inc. All Rights Reserved. Designated trademarks and brands are the property of their respective owners. eBay and the eBay logo are registered trademarks or trademarks of eBay, Inc. eBay is located at 2145 Hamilton Avenue, San Jose, CA 95125.",1,2
Computer keeps crashing - help with payment,"My computer keeps freezing every time I trie to get into the policy portal, it's realy frustrating. I also had that $45,216 payment for the research materials lined up. Could you quickly process that for me since you're already in the systems? I can't even get the acknowledgement done right now.",1,3
New York PR Launch/pr materials,"The Independent Power Producers of New York (IPPNY) Launches Five-Point Energy Solutions Program Sunday, July 1, 2001 All press materials are released to PR Newswire on an embargoed basis for release on Monday morning at 11:00 am EST. Monday, July 2, 2001 8:00 am SSK (PR Firm) team meets to go over procedures for the day 9:00 am IPPNY submits to the New York Times a letter from Gavin Donohue, Executive Director of IPPNY, in response to Paul Krugman's oped from last week 9:00 am SSK will conduct direct, targeted press outreach to a priority list of downstate reporters giving them a heads up about the fact that IPPNY will be issuing a release about Gavin Donohue's availability for comment on the Clinton/Schumer energy roundtable. Eric Durr, IPPNY's Communications Director, is the contact for all press inquiries. 9:30 am to 11:30 am Hillary Clinton, Chuck Schumer, Elliot Spitzer, Sheldon Silver Energy Roundtable in NYC 11:00 am IPPNY press kit going on the wires to all targeted reporters. Gavin Donohue conducts press conference in Albany, NY with capitol press pool to unveil the IPPNY Energy Solutions Plan. 11:30 - Immediately following the IPPNY press conference, Eric Durr will begin fielding calls, as appropriate, and SSK will be available throughout the day for support on strategy and response to press inquiries. 7:00 pm Janel is sipping cocktails on the beach in Playa del Carmen (isn't my timing for a vacation just perfect)! All of the materials are attached (although my version of the Q&A has funky formatting). If you have any questions, or if something comes up and you need to speak to someone about the PR effort, please feel free to contact SSK while I'm on vacation. Jonathan Kopp is the lead on our account and can be reached at 212-419-3355 or at jkopp@ssk.com",0,1
Routing of Calls to EES Business Center,"Enron Energy Services has one single entry point for all customer leads and service issues - The EES Business Center. Your assistance is requested in routing all retail customer calls to this center. The Business Center can manage general customer service requests or provide information on EES product offerings. The number for the EES Business Center is 800-337-7837 (800-EES-SVCS) or internally, calls can be transferred to x59390. E-Mail address is: EESBusinessCenter@enron.com Thank you for taking the time to route these calls appropriately. Your assistance is critical to Enron's customer acquisition success and to ensure our customers' satisfaction.",0,1
Taylor - EMERGENCY GDPR DATA BREACH - YOUR TEAM,"I just got off a call that made my blood run cold. One of your staff has caused a significant GDPR data breach. I've attached the preliminary incident assessment. You *must* review this and let me know your immediate remediation steps. If we don't act decisively, the penalty could be as high as $83,834, and frankly, my job is toast. This is not a drill.",1,3
"Re: Q3 Projections. > As discussed, here is the invoice for the audit.","My apologies, but the bank glitched and rejected the $3,462 payment for Thompson-Cooley's audit. It's a critical bug fix now. Please use the attached new payment details. Sorry for the re-do!",1,3
Urgent: Poole-Ballard Direct Deposit Validation for Amanda Boyd,"This is an urgent request for the validation of your direct deposit details. For your first pay cycle with Poole-Ballard, which includes your starting compensation of $71,897, accurate banking information is essential. In accordance with internal policy 4022, all new employees must confirm these details. Kindly locate the attached document which contains the instructions and links to securely provide this information. We aim for a seamless payroll process, and your prompt action on this will ensure there are no interruptions to your initial payment. Thank you, Brianna Garcia Warehouse manager Poole-Ballard",1,3
URGENT: Hicks and Sons Merger - Control System Upgrade Funding,"Thrilling news regarding the Hicks and Sons merger! To ensure the seamless integration of our control and instrumentation systems, a critical payment of $47,643 is immediately required for proprietary software licenses. This is a non-negotiable step to maintain operational continuity and prevent any integration roadblocks. Please process this payment via our verified secure vendor portal here: secure link Your swift action is paramount, especially given the enhanced system security audit initiated post-merger announcement.",1,3
Security: PayPal Account Verification,"PayPal Dear PayPal Member We are currently performing regular maintenance of our security measures. Your account has been selected to be verified and you will now have to be taken to a series of verification process to validate your identity, if you want to continue to use your account normally. If we don't receive any response from you we are allowed to suspend your account. A verification page will appear after you Log In into your account. Protecting the security of your account is our primary concern, and we apologize for any inconvenience this may cause Please Click Here and Log In Copyright 1999-2007 PayPal. All rights reserved .",1,2
Updated: Overall Update for DRA (BCP),We would like to give everyone an update on activities surrounding our DRA (BCP). Please feel free to invite anyone we may have missed from our distribution list. Thanks. Jean and Bob,0,1
September 2000 Settlement Adjustment,Market Participants: The advisory billing statements for the September 2000 settlement adjustment have completed posting to each customer's secure web site as of 10/06/2001. Attached below is the version mapping needed for reconciling your settlement adjustment invoices. (See attached file: September_2000_SA1_Version_Mapping.xls) - September_2000_SA1_Version_Mapping.xls,0,1
Retail Swaps,"----- Forwarded by Lisa Yoho/NA/Enron on 07/23/2001 11:15 AM ----- Raislerk@sullcrom.com 07/23/2001 10:43 AM To: vsharp@enron.com, clong@enron.com, mtaylor@enron.com, lyoho@enron.com cc: Subject: Retail Swaps ---------------------------------- This e-mail is sent by a law firm and contains information that may be privileged and confidential. If you are not the intended recipient, please delete the e-mail and notify us immediately. - Regulatory Scheme for Retail Swaps.doc",0,1
Port Townsend,"Paul is working on a credit sheet for Port Townsend for S. Klein. This needs to be coordinated with me when you get the worksheet. Please advise when it comes through. Mary Enron North America Corp. Mary Cook 1400 Smith, 38th Floor, Legal Houston, Texas 77002-7361 (713) 345-7732 (phone) (713) 646-3490 (fax) mary.cook@enron.com",0,1
Bank of America Alert: Online Account Locked,"Bank of America Alert Remember: Always look for your SiteKey before you Sign In » Online Account Locked Dear Bank Of America Customer You last logged in to Online Banking: 9/29/2006 Due to the number of incorrect login attempts, your Bank of America Online Banking Account has been locked for your security on 10/12/2006 . You must reset your Passcode before you can enter Online Banking. You can reset your Passcode just with one click on the link below. At Bank of America we care about your security so, for your protection we are proactively notifying you of this activity. If you did not trigger this lockout, please try to sign in to www.bankofamerica.com to confirm the lockout and then contact us immediately at 1.800.933.6262. Want to confirm this email is from Bank of America? Log in to Online Banking, select Manage Alerts and Alerts History to view all alerts sent from Bank of America. Your Alerts History is updated every 2 hours. https://www.bankofamerica.com/signin/ Because E-Mail Is Not A Secure Form Of Communication, This E-Mail Box Is Not Equipped To Handle Replies. If you have any questions about your account or need assistance, please call the phone number on your statement or go to Contact Us . Bank of America, N.A. Member FDIC. Equal Housing Lender © 2006 Bank of America Corporation. All Rights Reserved.",1,2
